Protein.Accessions	gene_id	gene_version	gene_name	gene_biotype	gene_source	location	baseMean_3h	log2FoldChange_3h	lfcSE_3h	pvalue_3h	padj_3h	significant_3h	rank_log2_fold_change_3h	rank_base_mean_3h	rank_padj_3h	max_rank_3h	baseMean_6h	log2FoldChange_6h	lfcSE_6h	pvalue_6h	padj_6h	significant_6h	rank_log2_fold_change_6h	rank_base_mean_6h	rank_padj_6h	max_rank_6h	baseMean_12h	log2FoldChange_12h	lfcSE_12h	pvalue_12h	padj_12h	significant_12h	rank_log2_fold_change_12h	rank_base_mean_12h	rank_padj_12h	max_rank_12h	baseMean_24h	log2FoldChange_24h	lfcSE_24h	pvalue_24h	padj_24h	significant_24h	rank_log2_fold_change_24h	rank_base_mean_24h	rank_padj_24h	max_rank_24h	baseMean_48h	log2FoldChange_48h	lfcSE_48h	pvalue_48h	padj_48h	significant_48h	rank_log2_fold_change_48h	rank_base_mean_48h	rank_padj_48h	max_rank_48h
P14091	ENSG00000196188	11	CTSE	protein_coding	ensembl_havana	chr1:206009264-206023895:-	2180.009216	-0.167069731	0.031898194	1.36E-07	8.45E-07	yes	13377	763	4381	13377	2180.009216	-0.24165791	0.032197401	5.19E-14	4.79E-13	yes	13471	763	3775	13471	2180.009216	-0.359424449	0.032342018	7.42E-29	2.75E-27	yes	9096	763	1602	9096	2180.009216	-1.525804554	0.063509022	9.29E-129	1.75E-126	yes	1481	763	337	1481	2180.009216	-1.435185066	0.055441559	1.40E-148	4.57E-146	yes	1932	763	285	1932
Q5JXA9	ENSG00000196209	13	SIRPB2	protein_coding	ensembl_havana	chr20:1470741-1491587:-	14.52286114	-0.045382016	0.249425202	0.803843104	0.612813676	no	21244	14356	16981	21244	14.52286114	-0.515460149	0.330719554	0.044040448	0.054377503	yes	6738	14356	11608	14356	14.52286114	-0.421344142	0.311161214	0.074496308	0.077589598	yes	7581	14356	11783	14356	14.52286114	1.531480031	0.420653898	1.27E-05	3.11E-05	yes	1462	14356	5978	14356	14.52286114	1.551094456	0.381594392	3.69E-06	7.68E-06	yes	1544	14356	6484	14356
Q9UII5	ENSG00000196247	11	ZNF107	protein_coding	ensembl_havana	chr7:64666083-64711582:+	73.13930146	0.318196838	0.145313095	0.013691669	0.029587444	yes	7900	10847	9300	10847	73.13930146	-0.252670562	0.157340773	0.084895866	0.166404039	no	13088	10847	13720	13720	73.13930146	0.255172706	0.146828983	0.064613432	0.10393959	no	12175	10847	12302	12302	73.13930146	2.418181818	0.183140578	1.85E-42	2.72E-41	yes	433	10847	1248	10847	73.13930146	0.547179156	0.234389074	0.014475089	0.025295816	yes	10159	10847	10300	10847
Q6UW10	ENSG00000196260	5	SFTA2	protein_coding	ensembl_havana	chr6:30931353-30955636:-	573.8318242	-0.251995792	0.052290622	9.41E-07	5.53E-06	yes	9950	3650	4847	9950	573.8318242	-0.27283847	0.052803156	1.92E-07	1.61E-06	yes	12456	3650	6095	12456	573.8318242	-0.503256319	0.053580373	2.63E-21	6.13E-20	yes	6001	3650	2284	6001	573.8318242	-1.533542723	0.11857537	1.70E-39	7.91E-38	yes	1453	3650	1365	3650	573.8318242	-1.290907834	0.097765824	1.78E-40	4.20E-39	yes	2546	3650	1609	3650
P0DN87	ENSG00000196337	11	CGB7	protein_coding	ensembl_havana	chr19:49054275-49058860:-	46.39965663	0.60162135	0.169160947	5.41E-05	0.000163684	yes	3307	11884	5947	11884	46.39965663	1.346456588	0.162834953	5.42E-18	4.87E-17	yes	911	11884	3017	11884	46.39965663	1.452975675	0.162718688	1.14E-20	8.86E-20	yes	592	11884	2299	11884	46.39965663	-0.029591606	0.339835282	0.922347406	0.816502079	no	33458	11884	21144	33458	46.39965663	-0.200716167	0.325253285	0.49950933	0.619564837	no	18351	11884	18846	18846
P52738	ENSG00000196387	9	ZNF140	protein_coding	ensembl_havana	chr12:133079838-133107544:+	287.1819468	0.477581268	0.078314528	2.50E-10	1.95E-09	yes	4735	6243	3354	6243	287.1819468	-0.035731172	0.080554307	0.649364208	1	no	23742	6243	20364	23742	287.1819468	-0.338449871	0.083637537	3.65E-05	0.000186021	yes	9625	6243	7071	9625	287.1819468	1.528078973	0.105932589	2.15E-48	6.94E-47	yes	1472	6243	1104	6243	287.1819468	1.251210224	0.102575818	7.54E-35	1.54E-33	yes	2740	6243	1869	6243
Q8NFA2	ENSG00000196408	11	NOXO1	protein_coding	ensembl_havana	chr16:1978917-1984192:-	25.06073562	-1.406424245	0.169593041	4.98E-19	5.42E-18	yes	423	13215	1818	13215	25.06073562	-1.95794497	0.189460289	1.26E-27	9.86E-27	yes	251	13215	1976	13215	25.06073562	-1.890213869	0.184553341	1.49E-26	1.63E-25	yes	241	13215	1736	13215	25.06073562	-2.100882515	0.63449497	5.25E-06	1.57E-05	yes	639	13215	5796	13215	25.06073562	-1.363865406	0.343588219	1.03E-05	2.20E-05	yes	2213	13215	6736	13215
O75157	ENSG00000196428	12	TSC22D2	protein_coding	ensembl_havana	chr3:150408335-150466431:+	748.9341234	0.752382417	0.073434992	1.39E-25	2.93E-24	yes	2082	2830	1289	2830	748.9341234	0.721747994	0.07370827	2.65E-23	4.80E-22	yes	4033	2830	2384	4033	748.9341234	0.187809904	0.074389299	0.010358205	0.042672564	yes	14727	2830	10907	14727	748.9341234	1.922290939	0.085960462	9.28E-113	1.45E-110	yes	802	2830	407	2830	748.9341234	1.746300043	0.083368242	1.11E-98	1.02E-96	yes	1110	2830	544	2830
Q86U90	ENSG00000196449	4	YRDC	protein_coding	ensembl_havana	chr1:37802945-37808208:-	266.427605	1.850477098	0.084198265	1.26E-109	2.23E-107	yes	192	6545	148	6545	266.427605	1.720778432	0.084760031	1.31E-93	1.70E-91	yes	417	6545	358	6545	266.427605	0.869421229	0.089728058	2.06E-23	3.87E-22	yes	2232	6545	2049	6545	266.427605	2.073879521	0.121351988	1.01E-67	4.36E-66	yes	667	6545	767	6545	266.427605	1.704103815	0.11885941	8.06E-48	2.14E-46	yes	1195	6545	1337	6545
Q8N556	ENSG00000196526	10	AFAP1	protein_coding	ensembl_havana	chr4:7758714-7939926:-	513.482018	0.003402118	0.06885243	0.959521468	1	no	34563	4017	19881	34563	513.482018	-0.105833948	0.070908655	0.127188948	0.360907285	no	19068	4017	16092	19068	513.482018	-0.016788789	0.07025629	0.808624507	1	no	27551	4017	20400	27551	513.482018	0.77352823	0.096980729	8.35E-16	1.71E-14	yes	6093	4017	3098	6093	513.482018	1.528252158	0.080646044	4.93E-81	3.22E-79	yes	1619	4017	715	4017
Q92614	ENSG00000196535	16	MYO18A	protein_coding	ensembl_havana	chr17:29071124-29180412:-	1052.916535	-0.288187243	0.062592864	2.34E-06	1.31E-05	yes	8766	1938	5107	8766	1052.916535	-1.199169201	0.064962435	2.76E-77	1.95E-75	yes	1299	1938	494	1938	1052.916535	-1.527479116	0.065808881	1.28E-120	3.41E-118	yes	514	1938	177	1938	1052.916535	-1.119493602	0.089891151	3.49E-36	1.48E-34	yes	3074	1938	1498	3074	1052.916535	-0.443535922	0.075791559	4.11E-09	4.09E-08	yes	12155	1938	5435	12155
P24043	ENSG00000196569	12	LAMA2	protein_coding	ensembl_havana	chr6:128883141-129516569:+	47.25257407	1.174051232	0.174635787	2.70E-13	1.81E-12	yes	714	11834	2597	11834	47.25257407	1.708859711	0.168947234	4.85E-26	6.15E-25	yes	430	11834	2121	11834	47.25257407	0.386198868	0.1747103	0.015609227	0.026497816	yes	8427	11834	10333	11834	47.25257407	0.560327932	0.316209046	0.050648605	0.086337959	yes	9225	11834	10981	11834	47.25257407	1.472138008	0.242308366	1.47E-10	5.51E-10	yes	1794	11834	4795	11834
O15031	ENSG00000196576	15	PLXNB2	protein_coding	ensembl_havana	chr22:50274979-50307646:-	5220.250784	-0.775810372	0.061310871	1.17E-37	4.20E-36	yes	1945	207	791	1945	5220.250784	-1.495810597	0.061718722	2.83E-131	5.29E-129	yes	657	207	186	657	5220.250784	-1.611134723	0.061778393	2.11E-151	1.15E-148	yes	435	207	109	435	5220.250784	-0.669399171	0.065509125	1.07E-24	1.64E-23	yes	7471	207	2129	7471	5220.250784	-0.431520193	0.063786772	1.14E-11	2.28E-10	yes	12427	207	4670	12427
Q969V6	ENSG00000196588	19	MRTFA	protein_coding	ensembl_havana	chr22:40410281-40636719:-	999.1611497	0.55860085	0.063026597	1.33E-19	2.13E-18	yes	3784	2064	1772	3784	999.1611497	0.915994625	0.062471631	1.28E-49	4.60E-48	yes	2557	2064	969	2557	999.1611497	0.653595912	0.062772638	4.96E-26	1.28E-24	yes	3893	2064	1810	3893	999.1611497	1.627979808	0.07523701	3.03E-105	3.10E-103	yes	1222	2064	453	2064	999.1611497	1.396049077	0.073310919	1.23E-81	8.71E-80	yes	2083	2064	708	2083
Q147U1	ENSG00000196605	7	ZNF846	protein_coding	ensembl_havana	chr19:9751993-9793180:-	16.97974513	-0.694891452	0.204500406	6.78E-05	0.000148552	yes	2478	14046	5906	14046	16.97974513	-1.730760743	0.252163302	5.34E-14	2.07E-13	yes	411	14046	3695	14046	16.97974513	-1.511838699	0.239974326	5.86E-12	2.47E-11	yes	530	14046	3744	14046	16.97974513	-0.653578645	0.404988964	0.056809717	0.089087161	yes	7706	14046	11035	14046	16.97974513	-1.019881713	0.418175363	0.004417216	0.006868791	yes	4308	14046	9207	14046
P03956	ENSG00000196611	5	MMP1	protein_coding	ensembl_havana	chr11:102789919-102798160:-	126.4819337	1.165867638	0.132528344	2.32E-20	2.46E-19	yes	733	9219	1670	9219	126.4819337	2.212479605	0.126876657	3.14E-71	2.10E-69	yes	165	9219	580	9219	126.4819337	3.300347616	0.122239683	4.66E-163	1.62E-160	yes	21	9219	95	9219	126.4819337	-1.008891669	0.424635341	0.004308587	0.009055887	yes	3816	9219	8499	9219	126.4819337	-1.988281373	0.660445006	2.20E-05	6.57E-05	yes	732	9219	7078	9219
P54855	ENSG00000196620	10	UGT2B15	protein_coding	ensembl_havana	chr4:68646597-68670652:-	109.8188759	-0.572557726	0.092259652	8.85E-11	4.88E-10	yes	3629	9700	3157	9700	109.8188759	-1.061236422	0.097335476	8.89E-29	1.76E-27	yes	1789	9700	1921	9700	109.8188759	-2.348487145	0.117572199	1.36E-91	1.31E-89	yes	98	9700	255	9700	109.8188759	-1.734161193	0.242516172	2.00E-14	1.05E-13	yes	1044	9700	3237	9700	109.8188759	-1.895436942	0.219943445	1.92E-19	1.11E-18	yes	853	9700	3085	9700
P15884	ENSG00000196628	19	TCF4	protein_coding	ensembl_havana	chr18:55222185-55664787:-	4.172655663	0.063961662	0.365113905	0.738069762	0.691587226	no	19689	17344	17901	19689	4.172655663	0.126595798	0.433364499	0.636845233	0.410215866	no	18059	17344	16696	18059	4.172655663	0.25934964	0.423553365	0.299108507	0.221043931	no	12031	17344	14088	17344	4.172655663	0.879697705	0.681456419	0.038568775	0.052685904	yes	4944	17344	10235	17344	4.172655663	1.64888773	0.690788734	0.000459492	0.000759579	yes	1306	17344	7989	17344
P35367	ENSG00000196639	6	HRH1	protein_coding	ensembl_havana	chr3:11137093-11263557:+	231.7374863	1.52052312	0.085896581	1.13E-72	1.07E-70	yes	355	7069	293	7069	231.7374863	1.44519213	0.086069728	9.96E-65	6.85E-63	yes	729	7069	674	7069	231.7374863	1.366517214	0.086627485	1.42E-57	9.31E-56	yes	712	7069	587	7069	231.7374863	1.357705619	0.138139413	9.97E-24	1.15E-22	yes	2013	7069	2193	7069	231.7374863	1.273107472	0.127659282	4.45E-24	6.52E-23	yes	2639	7069	2607	7069
Q9Y2L8	ENSG00000196652	11	ZKSCAN5	protein_coding	ensembl_havana	chr7:99504651-99534700:+	184.8630464	0.35265549	0.085699401	1.63E-05	7.14E-05	yes	7030	7925	5657	7925	184.8630464	0.270144091	0.087050305	0.001512155	0.00547396	yes	12537	7925	9349	12537	184.8630464	0.188036862	0.087332528	0.027867406	0.088021392	yes	14711	7925	12011	14711	184.8630464	1.469556693	0.12561735	9.84E-33	1.52E-31	yes	1639	7925	1626	7925	184.8630464	1.176374731	0.121350246	8.95E-23	8.38E-22	yes	3175	7925	2709	7925
Q6XR72	ENSG00000196660	11	SLC30A10	protein_coding	ensembl_havana	chr1:219685427-219958647:-	4.39168208	0.724462007	0.671945494	0.008387313	0.01560224	yes	2262	17205	8608	17205	4.39168208	1.182450499	0.750216405	0.001943665	0.002269258	yes	1350	17205	8811	17205	4.39168208	2.451947436	0.885307942	3.32E-06	6.62E-06	yes	81	17205	5965	17205	4.39168208	1.013402385	0.830119893	0.021171428	0.030952978	yes	3779	17205	9562	17205	4.39168208	0.509661408	0.747250652	0.209762519	0.20885054	no	10813	17205	13782	17205
Q96JZ2	ENSG00000196684	12	HSH2D	protein_coding	ensembl_havana	chr19:16134028-16158575:+	408.286558	-0.484893809	0.080273416	3.47E-10	2.65E-09	yes	4642	4921	3401	4921	408.286558	-0.593792625	0.08177922	1.32E-13	1.54E-12	yes	5516	4921	3913	5516	408.286558	-0.534548118	0.080804435	1.45E-11	1.60E-10	yes	5471	4921	3974	5471	408.286558	2.306921968	0.087374397	3.69E-156	4.17E-154	yes	491	4921	270	4921	408.286558	1.794520945	0.08800696	9.43E-94	5.57E-92	yes	1024	4921	591	4921
P0C0S8	ENSG00000196747	4	H2AC13	protein_coding	ensembl_havana	chr6:27808199-27808701:+	11.83466868	0.030279936	0.295863247	0.87525292	0.650549934	no	22779	14780	17417	22779	11.83466868	-0.293409455	0.378577492	0.272411586	0.261932502	no	11848	14780	14906	14906	11.83466868	-0.029712854	0.332444728	0.900138378	0.731533723	no	23973	14780	19631	23973	11.83466868	2.289597352	0.543357607	8.00E-08	2.38E-07	yes	496	14780	4893	14780	11.83466868	2.640875471	0.499967619	5.64E-11	2.00E-10	yes	323	14780	4663	14780
P29034	ENSG00000196754	13	S100A2	protein_coding	ensembl_havana	chr1:153561108-153567890:-	243.9074034	0.775123227	0.100325229	1.11E-15	1.31E-14	yes	1949	6869	2235	6869	243.9074034	1.800897172	0.096115291	1.63E-80	1.64E-78	yes	357	6869	460	6869	243.9074034	2.664551074	0.093747709	9.11E-181	4.44E-178	yes	54	6869	74	6869	243.9074034	1.14286134	0.154521419	3.32E-14	3.32E-13	yes	2949	6869	3319	6869	243.9074034	0.358883967	0.167349145	0.028193304	0.085798993	yes	14096	6869	11920	14096
Q96JK9	ENSG00000196782	12	MAML3	protein_coding	ensembl_havana	chr4:139716753-140154184:-	118.6444794	0.034713154	0.092335003	0.693280894	0.735422037	no	22258	9439	18373	22258	118.6444794	-1.50214861	0.125922802	2.27E-34	5.52E-33	yes	646	9439	1564	9439	118.6444794	-0.210743399	0.098503669	0.027936426	0.077998861	yes	13777	9439	11790	13777	118.6444794	1.038548415	0.14820387	7.63E-13	4.05E-12	yes	3608	9439	3525	9439	118.6444794	0.937895926	0.13727842	3.78E-12	1.54E-11	yes	5029	9439	4370	9439
Q13033	ENSG00000196792	12	STRN3	protein_coding	ensembl_havana	chr14:30893799-31026401:-	442.5766217	0.807332414	0.065110148	2.65E-36	8.26E-35	yes	1792	4604	834	4604	442.5766217	0.549237662	0.066416714	5.40E-17	6.51E-16	yes	6162	4604	3189	6162	442.5766217	0.083833871	0.068323422	0.213956597	0.525475029	no	19840	4604	17862	19840	442.5766217	1.414449462	0.092677627	1.32E-53	5.50E-52	yes	1800	4604	997	4604	442.5766217	1.508208278	0.083938821	4.12E-73	1.94E-71	yes	1674	4604	813	4604
P0CG38	ENSG00000196834	12	POTEI	protein_coding	ensembl_havana	chr2:130459455-130509707:-	50.96103997	0.095701285	0.116474302	0.375262857	0.440514652	no	17323	11674	15124	17323	50.96103997	0.191410862	0.121077499	0.098238212	0.185949258	no	15287	11674	13961	15287	50.96103997	0.171845371	0.120413175	0.137261629	0.197737466	no	15419	11674	13737	15419	50.96103997	-1.691495063	0.48870419	1.30E-05	3.95E-05	yes	1104	11674	6052	11674	50.96103997	-1.898896869	0.44000499	2.94E-07	1.03E-06	yes	848	11674	6024	11674
Q03989	ENSG00000196843	17	ARID5A	protein_coding	ensembl_havana	chr2:96536743-96552634:+	183.8176432	1.799632767	0.099670147	1.70E-75	1.51E-73	yes	216	7947	273	7947	183.8176432	2.053234031	0.098819111	9.78E-99	7.88E-97	yes	217	7947	320	7947	183.8176432	0.92377678	0.104668362	5.01E-20	8.85E-19	yes	1972	7947	2413	7947	183.8176432	1.234905124	0.160943206	2.99E-15	3.38E-14	yes	2521	7947	3146	7947	183.8176432	0.230745488	0.183864092	0.196946119	0.327829172	no	17401	7947	15226	17401
Q8NI37	ENSG00000196850	6	PPTC7	protein_coding	ensembl_havana	chr12:110533245-110583318:-	859.414843	0.751839068	0.051589819	4.85E-49	2.14E-47	yes	2086	2455	548	2455	859.414843	0.977556539	0.051299291	5.73E-82	4.45E-80	yes	2189	2455	448	2455	859.414843	0.693683348	0.051967249	2.20E-41	1.06E-39	yes	3497	2455	967	3497	859.414843	1.085276938	0.075998601	8.40E-47	4.63E-45	yes	3280	2455	1152	3280	859.414843	1.716512193	0.062884301	2.89E-165	6.41E-163	yes	1169	2455	235	2455
Q7Z3J3	ENSG00000196862	10	RGPD4	protein_coding	ensembl_havana	chr2:107826892-107892544:+	94.83032194	0.371972115	0.124869981	0.001109064	0.002654149	yes	6601	10131	7270	10131	94.83032194	0.425782043	0.125600578	0.000393967	0.001490929	yes	8458	10131	8552	10131	94.83032194	0.277316917	0.125359271	0.020703913	0.057660395	yes	11453	10131	11333	11453	94.83032194	1.457451142	0.182585153	1.11E-16	8.43E-16	yes	1673	10131	2895	10131	94.83032194	1.439166157	0.167117467	1.00E-18	7.31E-18	yes	1914	10131	3203	10131
Q6NV74	ENSG00000196872	12	KIAA1211L	protein_coding	ensembl_havana	chr2:98793846-98936259:-	133.5816978	-0.935395882	0.105070198	3.22E-20	4.86E-19	yes	1306	9047	1701	9047	133.5816978	-1.643025165	0.120930347	7.32E-44	1.67E-42	yes	488	9047	1148	9047	133.5816978	-0.298617274	0.095527831	0.001335845	0.005737247	yes	10800	9047	8947	10800	133.5816978	1.021932423	0.137450279	3.45E-14	3.31E-13	yes	3718	9047	3318	9047	133.5816978	0.831391535	0.130340912	9.64E-11	5.07E-10	yes	6156	9047	4780	9047
Q8N257	ENSG00000196890	4	H2BU1	protein_coding	ensembl_havana	chr1:228458107-228460470:+	23.57189046	-0.299943471	0.289058058	0.134591488	0.181308241	no	8434	13339	12285	13339	23.57189046	-0.716039666	0.36638534	0.009502143	0.015159955	yes	4092	13339	10128	13339	23.57189046	0.087743863	0.271195735	0.687387906	0.674940044	no	19624	13339	19390	19624	23.57189046	2.822501791	0.375085234	5.66E-17	2.79E-16	yes	293	13339	2837	13339	23.57189046	2.606240668	0.365012431	3.78E-16	1.52E-15	yes	340	13339	3564	13339
Q9BXC0	ENSG00000196917	6	HCAR1	protein_coding	ensembl_havana	chr12:122726076-122730844:-	86.29237804	-1.843652766	0.130775219	1.01E-47	3.12E-46	yes	200	10416	564	10416	86.29237804	-1.847097056	0.132252992	1.22E-46	3.75E-45	yes	320	10416	1055	10416	86.29237804	-0.561545091	0.108591851	7.96E-08	4.74E-07	yes	5054	10416	5297	10416	86.29237804	-0.360409349	0.194900634	0.055350313	0.085838809	yes	13394	10416	10971	13394	86.29237804	-0.278093351	0.171405484	0.096505171	0.173756973	no	16082	10416	13331	16082
Q7Z6B7	ENSG00000196935	9	SRGAP1	protein_coding	ensembl_havana	chr12:63844700-64162217:+	600.0028533	-0.280377803	0.066014365	1.26E-05	6.60E-05	yes	9014	3491	5633	9014	600.0028533	-0.759815974	0.069496958	1.52E-28	3.57E-27	yes	3703	3491	1943	3703	600.0028533	-0.529664224	0.067841185	2.35E-15	4.49E-14	yes	5565	3491	3151	5565	600.0028533	0.745070748	0.087908806	1.36E-17	1.61E-16	yes	6460	3491	2795	6460	600.0028533	1.452371724	0.074481434	1.54E-85	1.06E-83	yes	1860	3491	677	3491
Q9ULF5	ENSG00000196950	14	SLC39A10	protein_coding	ensembl_havana	chr2:195575977-195737702:+	814.5780847	0.144355426	0.076410474	0.050587753	0.120736415	no	14533	2595	11367	14533	814.5780847	0.291713865	0.077591584	0.000131179	0.00074991	yes	11902	2595	8230	11902	814.5780847	1.479792233	0.07699191	8.85E-84	1.39E-81	yes	565	2595	300	2595	814.5780847	-0.079280393	0.105345233	0.447120067	1	no	28424	2595	21743	28424	814.5780847	-0.648772855	0.108287301	1.44E-09	1.36E-08	yes	8524	2595	5263	8524
Q14657	ENSG00000196976	7	LAGE3	protein_coding	ensembl_havana	chrX:154477769-154479257:-	77.0028508	-0.056921876	0.100032277	0.547200743	0.637590637	no	20284	10713	17245	20284	77.0028508	0.211616937	0.101440707	0.031207237	0.067850735	yes	14499	10713	11971	14499	77.0028508	0.587651207	0.098654568	7.92E-10	3.56E-09	yes	4693	10713	4401	10713	77.0028508	-1.181177495	0.312531277	2.83E-05	8.11E-05	yes	2756	10713	6243	10713	77.0028508	-1.658557862	0.325056723	1.98E-08	6.45E-08	yes	1286	10713	5512	10713
Q8IYN0	ENSG00000197020	11	ZNF100	protein_coding	ensembl_havana	chr19:21722771-21767579:-	41.15972533	0.374105698	0.185542138	0.016315097	0.034642005	yes	6566	12139	9465	12139	41.15972533	0.345893778	0.187876829	0.042567152	0.090395149	yes	10375	12139	12444	12444	41.15972533	0.417542636	0.185123176	0.012558128	0.02207514	yes	7666	12139	10125	12139	41.15972533	1.603218689	0.264421641	5.37E-11	2.34E-10	yes	1273	12139	3913	12139	41.15972533	0.590725709	0.287015086	0.027225971	0.044226993	yes	9421	12139	10960	12139
Q8TD17	ENSG00000197024	9	ZNF398	protein_coding	ensembl_havana	chr7:149126416-149183042:+	301.2563244	0.317513003	0.078908584	2.84E-05	0.000131562	yes	7916	6066	5860	7916	301.2563244	0.488427065	0.078988182	3.04E-10	2.85E-09	yes	7200	6066	4873	7200	301.2563244	0.253715223	0.079705853	0.001193745	0.007581033	yes	12215	6066	9177	12215	301.2563244	1.689436736	0.104356218	1.74E-60	6.54E-59	yes	1107	6066	881	6066	301.2563244	1.173668118	0.105443593	2.52E-29	4.00E-28	yes	3195	6066	2199	6066
Q6NSZ9	ENSG00000197037	11	ZSCAN25	protein_coding	ensembl_havana	chr7:99616946-99632408:+	154.9035473	0.804044071	0.105688287	2.57E-15	2.75E-14	yes	1805	8521	2303	8521	154.9035473	0.855145939	0.106152143	1.08E-16	1.27E-15	yes	2923	8521	3246	8521	154.9035473	0.356162149	0.107743765	0.000629038	0.00283289	yes	9176	8521	8424	9176	154.9035473	2.065359148	0.138850821	2.84E-52	7.02E-51	yes	673	8521	1019	8521	154.9035473	0.807055837	0.16112706	3.03E-07	1.29E-06	yes	6425	8521	6085	8521
Q8N5I2	ENSG00000197070	14	ARRDC1	protein_coding	ensembl_havana	chr9:137605685-137615360:+	203.7558514	-0.560216677	0.079538642	3.18E-13	2.99E-12	yes	3765	7551	2630	7551	203.7558514	-0.652061931	0.08041888	1.44E-16	2.01E-15	yes	4808	7551	3289	7551	203.7558514	-0.522891476	0.079031298	1.51E-11	1.47E-10	yes	5674	7551	3960	7551	203.7558514	-0.891522243	0.155270863	4.08E-09	3.22E-08	yes	4838	7551	4599	7551	203.7558514	-1.493051931	0.164495834	1.34E-20	1.57E-19	yes	1732	7551	2978	7551
Q96RP7	ENSG00000197093	11	GAL3ST4	protein_coding	ensembl_havana	chr7:100159244-100168617:-	9.04488729	-0.473122981	0.332571253	0.032257335	0.054050297	yes	4812	15407	10011	15407	9.04488729	-1.709292881	0.53012153	6.75E-06	1.63E-05	yes	429	15407	6740	15407	9.04488729	-0.900771728	0.411110039	0.001679649	0.002400318	yes	2074	15407	8318	15407	9.04488729	0.586746714	0.448577677	0.107826592	0.135224741	no	8771	15407	11820	15407	9.04488729	0.48031648	0.434604878	0.190988087	0.193270935	no	11414	15407	13560	15407
Q9H1V8	ENSG00000197106	7	SLC6A17	protein_coding	ensembl_havana	chr1:110150494-110202202:+	19.53102343	0.00076187	0.236325486	0.996587293	0.850926146	no	34839	13752	19382	34839	19.53102343	0.764033997	0.279057827	0.001078129	0.00179507	yes	3672	13752	8660	13752	19.53102343	2.183327788	0.273433207	4.31E-18	2.61E-17	yes	133	13752	2614	13752	19.53102343	0.767058672	0.426127353	0.030391428	0.044968108	yes	6179	13752	10020	13752	19.53102343	0.462224203	0.422321799	0.199873491	0.235080291	no	11763	13752	14059	14059
Q8IZI9	ENSG00000197110	9	IFNL3	protein_coding	ensembl_havana	chr19:39243553-39245129:-	333.3268559	-0.05505108	0.37781021	0.769561567	1	no	20450	5686	19881	20450	333.3268559	0.014689659	0.441412624	0.955866566	1	no	27919	5686	20364	27919	333.3268559	-0.381228147	0.549556881	0.123160912	0.42988476	no	8540	5686	16697	16697	333.3268559	9.301722762	0.556974828	3.34E-66	1.35E-64	yes	3	5686	786	5686	333.3268559	9.182905113	0.555587316	3.83E-65	1.41E-63	yes	3	5686	954	5686
Q68DY9	ENSG00000197128	11	ZNF772	protein_coding	ensembl_havana	chr19:57466663-57477570:-	110.0791608	-0.069724236	0.11028571	0.498527975	0.655521957	no	19225	9688	17473	19225	110.0791608	-0.177501162	0.117000339	0.113391763	0.28420565	no	15850	9688	15178	15850	110.0791608	-0.182434051	0.116352112	0.103453618	0.23792837	no	14967	9688	14313	14967	110.0791608	1.477231228	0.158592542	8.87E-22	8.27E-21	yes	1616	9688	2351	9688	110.0791608	1.256268124	0.151051913	2.06E-17	1.54E-16	yes	2717	9688	3403	9688
